student id,EnrollmentYear ,EXAM_year, UniversityName,Home-City,major ,GENDER,ScholarshipStatus,SocioEconomic_status,PartTime job,StudyHours/Week,Tutoring_Hours_per_week,attendance rate,SleepHours,priorGPA,examScore 
TR00435,2016,2016,Ege University,Adana,Economics,Female, Yes,Low ,Yes,13.1,4.2,0.75,7.03,2.58,77.2
TR00436,2015,2015, Hacettepe University,Samsun,Statistics,Female,No,Middle,No,25.0,5.7,0.896,6.06,2.72,97.4
TR00437,2015,2016,Bogazici University,Ankara,Education,Male,Yes,High,No,11.7,1.2,0.803,6.08,2.63,75.3
TR00438,2020,2021,Hacettepe University,Gaziantep,Computer Science,Male,Yes,Low,Yes,19.8,3.5,0.811,5.15,2.51,88.3
TR00439,2019,2020,METU,Ankara,Engineering,Female,No,Middle,Yes,31.7,2.0,0.667,6.1,2.38,100.0
TR00440,2015,2016,Istanbul University,Mersin,Education,Female,No,High,No,17.0,0.0,0.909,6.99,2.61,93.6
TR00441,2015,2017,Bogazici University,Konya,Education,Male,No,Middle,Yes,9.7,0.0,0.723,7.4,NA,70.0
TR00442,2019,2020,Bogazici University,Kayseri,Comp. Science,Female,No,Low,no,18.9,2.9,0.852,7.63,2.96,94.7
TR00443,2015,2016,Gazi University,ISTANBUL,Statistics,Female,Yes,Low,Yes,12.8,4.6,0.77,6.57,2.74,81.5
TR00444,2019,2021,Ankara University,Gaziantep,Economics,Female,No,Middle ,No,26.8,2.4,0.851,6.67,2.97,100.0
TR00445,2019,2020,Bogazici University ,Konya,architecture,Female,No,Middle,No,26.6,2.4,0.855,6.14,3.81,100.0
TR00446,2017,2021,Dokuz Eylul University,adana,Architecture,Female,No,High,No,15.5,0.9,0.808,7.14,2.39,88.8
TR00447,2015,2016,Gazi University,Adana,Enginering,Female,No,Middle,Yes,19.9,0.0,0.621,7.47,3.12,92.3
TR00448,2018,2021,Gazi University,Adana,Business,Male,No,Low,No,17.0,0.0,0.907,7.11,2.65,87.8
TR00449,2017,2017,METU,Kayseri,Statistics,Female,No,low,Yes,18.7,0.3,0.759,7.66,2.7,86.8
TR00450,2015,2016,Dokuz Eylul University,Ankara,Engineering,Male,Yes,Middle,No,18.8,2.3,0.869,7.74,3.15,91.4
TR00451,2016,2016,ITU,Istanbul,Law,Male,No,Low,Yes,22.0,4.0,0.825,7.8,2.53,93.2
TR00452,2015,2016,Hacettepe University, Trabzon,Statistics,Male!,NA,Middle,Yes,16.4,3.9,0.733,6.9,2.2,76.9
TR00453,2015,2015,Istanbul University,Samsun,Law,Female!,Yes,Middle,No,20.2,3.1,0.881,6.51,2.51,95.3
TR00454,2015,2015,Yildiz Technical University,Adana,Engineering, Female,No,Low,Yes,14.3,2.6,0.71,7.36,1.55,66.2
TR00455,2015,2015,Hacettepe University,Eskisehir,Law,Male,No,Low,No,13.6,4.2,0.851,6.83,2.91,99.7
TR00456,NA,2017,Bogazici University,Mersin,Medicine,Male,No,Middle,No,44.7,2.0,0.822,6.67,3.36,100.0
TR00457,2019,2020,Istanbul University,Gaziantep,Business,Female,Yes,Low,No,27.8,3.2,0.806,6.18,3.61,93.8
TR00458,2017,2021,Ege University,Izmir!,Enginering,male,Yes,Low,Yes,21.0,0.7,0.794,6.0,2.91,94.2
TR00459,2017,2019,ITU,SAMSUN,Computer Science,Female,No,Middle,No,31.8,0.7,0.736,7.56,3.2,100.0
TR00460,2016,2016,Ege University,Eskisehir,Business,Female,No,High,No,22.7,3.6,0.845,6.05,2.95,100.0
TR00461,2019,2021,dokuz eylul university,Istanbul,Education,Female,No,Low,Yes,9.6,1.3,0.803,7.82,2.82,69.8
TR00462,2015,2016,Ege University,Kayseri,Computer Science,Female,No,Middle, No,17.1,1.5,0.848,7.5,3.26,100.0
TR00463,2015,2017,Koc University,Trabzon,Law,Female,NO,Middle,Yes,19.8,3.6,0.89,6.77,2.94,95.5
TR00464,2015,2016,Ankara University,Trabzon,Computer Science,Male, No,Middle,No,23.0,4.5,0.812,5.34,2.6,90.9
TR00465,2015,2015,Hacettepe University,Istanbul,Engineering,Male,No,High,No,19.6,1.9,0.818,8.14,2.75,100.0
TR00466,2015,2019,Yildiz Technical University,Izmir,Law,Female,No,Middle,No,23.9,2.2,0.726,6.07,3.13,100.0
TR00467,2017,2018,Koc University,Gaziantep,Enginering,Female,No!,High,No,14.5,2.8,0.946,7.87,2.65,99.5
TR00468,2015,2016,METU,Diyarbakir,Architecture,Female,Yes,Low,Yes,18.1,0.0,0.67,6.19,3.01,88.0
TR00469,2021,2021,Yildiz Technical University,İzmir,Engineering,Female,No,Low,Yes,14.0,1.2,0.788,6.25,3.42,90.1
TR00470,2015,2015,Ege University,Trabzon,Business,Male,No,High,Yes,4.8,2.5,0.721,7.68,3.02,72.1
TR00471,2015,2018,Bogazici University,Bursa,Computer Science,Male,No,Middle,Yes,15.0,1.3,NA,7.27,3.02,84.0
TR00472,2016,2019,ITU,Gaziantep ,Business,Male,No,LOW,Yes,15.8,2.6,0.665,5.9,2.72,86.5
TR00473,2017,2018,Bilkent University,Istanbul,Engineering,Male,No,Middle,No,19.1,3.2,0.891,8.11,2.47,89.9
TR00474,2015,2015,Yildiz Technical University,Trabzon,LAW,Female,No,High,No,10.7,3.5,0.744,7.05,2.29,91.5
TR00475,2017,2020,Ege University,Trabzon,Computer Science,Female,No,High,No,25.9,0.2,0.913,6.82,2.64,100.0
TR00476,2018,2020,ITU,Adana,computer science,Female,No, Middle,NO,32.0,3.2,0.746,6.34,3.17,100.0
TR00477,2018,2018,Istanbul University,Istanbul,Economics,Female,No,HIGH,no,22.0,1.3,0.898,6.0,2.82,84.0
TR00478,2015,2017,Hacettepe University,Diyarbakir,Law,Male,No,Low,No,29.6,1.1,NA,7.24,2.78,100.0
TR00479,2017,2021,Gazi University,Istanbul,Business,Female,No, Low,Yes,22.9,0.5,0.721,6.84,2.9,77.8
TR00480,2018,2021,Ankara University,Diyarbakir,Computer Science#,Female#,Yes,Middle,Yes,NA,3.0,0.79,6.12,2.41,77.3
TR00481,2016,NA,ITU,Gaziantep,Law,Male,No,Low , Yes,20.0,3.4,0.702,7.45,2.39,75.0
TR00482,2015,2016,Bogazici University,Mersin,Law,Male,Yes,Middle,No,17.9,1.9,0.77,7.05,2.93,95.3
TR00483,2015,2016,Dokuz Eylul University,Bursa,Medicine,Male#,No,Middle,Yes,31.8,3.7,0.703,6.4,2.68,100.0
TR00484,2017,2021,Bogazici University,Samsun,Engineering,Female,Yes,Middle,No,NA,2.0,0.866,8.25,2.83,100.0
TR00485,2019,2021,ITU,Istanbul,Engineering,Female,No,Low,Yes,16.7,2.7,0.77,5.5,2.12,77.8
TR00486,2018,2020,Bogazici University,Eskisehir,Engineering,Female,No,Low, No,32.2,2.1,0.824,5.28,2.78,100.0
TR00487,2015,2017,Hacettepe University,Konya,Business,Female,NO,Middle,NO,17.7,0.4,0.794,5.89,3.53,92.4
TR00488,2015,2015,Bogazici University,Antalya,Computer Science,Female,Yes, Middle, No,17.0,3.6,0.884,7.32,2.65,100.0
TR00489,2015,2016,Yildiz Technical University,Antalya,Medicine,Female,No,Middle,Yes,22.4,4.6,0.854,6.33,2.27,91.0
TR00490,2019,2021,Gazi University,Istanbul!,Architecture,Male,No,Middle,Yes,15.4,0.0,0.816,6.6,3.16,100.0
TR00491,2019,NA,Bogazici University,Diyarbakir,Engineering,Female,No, Middle, No,18.0,1.4,0.803,6.25,2.97,99.1
TR00492,2015,2019,Gazi University,Eskisehir,Education,NA,No,High,No,12.7,0.0,0.722,8.49,2.86,81.3
TR00493,2020,2020,Ege University,Mersin,Computer Science,Male,Yes,Low,Yes,22.2,3.1,0.632,8.22,2.04,82.7
TR00494,2015,2016,METU,Adana,Economics,Female,No,Low,Yes,14.8,0.0,0.765,7.57,2.07,68.4
TR00495,2015,2016,Hacettepe University,diyarbakir,Engineering,Male,No,High#,No!,19.8,1.2,0.661,5.74,2.03,83.8
TR00496,2017,2020,METU,Kayseri,Computer Science,Female,No,Middle,No,32.0,0.4,0.804,6.19,3.16,100.0
TR00497,2015,2015,Ege University,Kayseri,Economics,Female,Yes,High,No,4.9,2.0,0.952,8.05,3.29,89.7
TR00498,2016,2018,Hacettepe University,Gaziantep,Architecture!,Male,No,Middle#,Yes,20.0,2.0,0.678,6.65,2.9,82.9
TR00499,2015,2016,ITU,Antalya,Law,Female,Yes,Middle,No,17.5,1.1,0.717,7.74,3.56,96.6
TR00500,2018,2020,ITU,Istanbul,Architecture,Male,No,Middle,No,16.2,0.3,0.871,8.05,2.59,NA
TR00501,2021,2021,Gazi University,Kayseri,Medicine,Female,No,Middle,No,32.6,2.8,0.596,8.09,2.59,95.3
TR00502,2018,2020,Ege University,Istanbul,Computer Science,Male,No,Middle,No,21.7,1.7,0.851,6.37,2.89,100.0
TR00503,2015,2017,Gazi University,Gaziantep,Computer Science,Female,No,Middle,Yes,26.3,5.2,0.887,6.57,2.84,100.0
TR00504,2016,2018,Ankara University ,Antalya,Computer Science,Female,No,Middle,Yes,24.4,4.2,0.7,6.21,2.99,84.6
TR00505,NA,2019,BOGAZICI UNIVERSITY,Izmir,Medicine,Female,No,High,No,NA,2.2,0.736,4.71,2.77,100.0
TR00506,2015,2015,Bilkent University,Mersin,Comp. Science,Male,No,Low,No,18.1,3.5,0.867,7.56,2.08,94.3
TR00507,2018,2019,Ankara University,Konya,Business,Male,No,Low,No,25.0,3.3,0.726,7.24,1.94,79.5
TR00508,2017,2018,Bogazici Universty,Konya,Education,Male,No,Middle,Yes,5.2,0.0,0.835,6.7,2.88,80.8
TR00509,2015,2018,Hacettepe University,Kayseri,Econnomics,Female!,Yes,Middle,No,17.5,0.0,0.753,5.74,2.55,82.6
TR00510,2018,2018,Gazi University,Konya,Psychology,Male,No,High,No,14.4,0.0,0.961,6.8,2.44,83.8
TR00511,2019,2019,Hacettepe University,Trabzon,Engineering,Male,No,Middle,No,27.2,4.8,0.873,7.31,2.65,100.0
TR00512,2021,2021,Koc University,Mersin,Education,Male,Yes, Middle,No,19.9,0.7,0.843,8.01,3.82,100.0
TR00513,2018,2018,Koc University,Diyarbakir,Psychology,Female,No,Middle,Yes,8.8,1.8,0.907,6.46,2.26,71.5
TR00514,2020,2020,Koc University,Izmir,Education,Male,No,Middle,Yes,16.9,0.1,0.853,7.67,3.18,90.5
TR00515,2015,2019,Hacettepe University,Mersin,Business,Male,No ,High,No,14.3,0.0,0.849,7.61,3.05,87.2
TR00516,2016,2018,Bogazici University,Trabzon,Business,Female,Yes,Low, No,11.3,0.1,0.691,7.53,3.17,92.2
TR00517,2019,2020,Koc University,Diyarbakir,Statistics,Male,yes,Middle,no,20.9,0.3,0.784,5.88,2.78,82.1
TR00518,2021,2021,Ege University,Trabzon,MEDICINE,Male,Yes,High,No,21.5,4.7,0.927,5.89,2.26,92.9
TR00519,2015,2017,Dokuz Eylul University,Istanbul,Law,Female,No,High,No,24.4,4.0,0.716,6.14,3.32,100.0
TR00520,2019,2021,Bogazici University,Gaziantep,Computer Science,Female,No,Middle,Yes,20.1,2.7,0.709,6.43,2.6,94.5
TR00521,2017,2018,Koc University,Samsun,computer science,Female,No,Middle,Yes,19.0,0.2,0.688,8.16,3.25,100.0
TR00522,2015,2019,Istanbul University,Izmir,Medicine,Male,Yes,Low,No,29.1,4.9,0.872,6.14,3.22,100.0
TR00523,2015,2016,ITU,Samsun,Computer Science,Male,Yes#,Middle,Yes,28.3,4.6,0.867,7.06,3.46,100.0
TR00524,2015,2018,ITU,Gaziantep,Education,Female,No,High,No ,24.3,2.4,0.897,6.44,4.0,100.0
TR00525,2015,2016,Ankara University,Gaziantep,Engineering,Male,No,Middle,Yes,27.5,2.8,0.702,6.84,2.92,96.9
TR00526,2019,2020,ITU,Trabzon,Architecture,Male#,No,Low,Yes,18.5,2.2,0.801,6.68,3.32,100.0
TR00527,2015,2017,Bogazici University,Antalya,engineering, Female,Yes,Low,Yes,13.1,3.3,0.718,7.04,2.36,77.7
TR00528,2015,2015,Yildiz Technical University,Trabzon,Economics,Male,No,Low!,No,16.9,4.2,0.803,7.33,2.91,96.0
TR00529,2017,2021,Gazi University,Samsun,Engineering,Male,No,Low,Yes!,23.3,4.6,0.812,6.39,2.49,100.0
TR00530,2015,2017,Bogazici University,NA,Engineering,Male,Yes,Low,No,27.7,2.8,0.925,7.01,3.14,100.0
TR00531,2016,2018,Dokuz Eylul University,Istanbul,Architecture,Male,Yes,middle,No,23.1,1.3,0.668,7.84,2.95,81.5
TR00532,2015,2016,NA,Trabzon,ECONOMICS,Male,No,Low,No,11.2,1.4,0.828,6.6,1.67,72.6
TR00533,2021,2021,Bilkent University, Eskisehir,Business,Male, No,Low,No,14.2,0.1,0.933,8.06,2.47,88.3
TR00534,2015,2016,Gazi University, Konya,Medicine,Female,No,Middle, Yes,NA,5.7,0.789,6.43,2.83,93.6
TR00535,2019,2019,Istanbul University,Samsun,Law,Male,No,Low,No,22.8,1.1,0.827,6.56,1.74,75.1
TR00536,2015,2016,ITU,Eskisehir,Law,Male,No,Low,Yes,18.8,3.2,0.725,7.29,2.57,89.3
TR00537,2019,2019,Gazi University,Antalya, Economics,Male,Yes,Middle,No,22.8,0.5,0.95,6.58,NA,100.0
TR00538,2020,2020,ITU,gaziantep,Economics, Female,No,Low,Yes,17.8,1.4,0.729,7.01,3.21,94.6
TR00539,2018,2021,Ankara University,Kayseri,Psychology,Male,No,Middle,No,6.0,1.1,0.812,7.54,2.29,62.1
TR00540,2019,2021,Gazi University,Mersin,Economics,Female,Yes,Low,No,9.0,3.1,0.802,5.6,3.21,86.5
TR00541,2015,2015,Koc University,Diyarbakir,Business,Male,No,Middle,No,14.2,0.8,0.829,7.45,3.31,98.8
TR00542,2018,2018,ITU,Konya,Economics,female,No,High,No,18.8,0.0,0.934,5.82,2.01,75.1
TR00543,2015,2019,Istanbul University,Diyarbakır,Education,Female,No,Middle,No,23.1,1.0,0.748,5.75,2.92,100.0
TR00544,2015,2015,Koc University,Trabzon,Economics, Female,No,Middle,Yes,14.5,0.4,0.779,7.15,2.81,86.9
TR00545,NA,2016,METU,Konya,Business,Female,No,High,No,9.5,3.5,0.851,7.68,3.48,98.9
TR00546,2016,2016,Hacettepe University,Istanbul,Medicine,Male, No,Middle,yes,29.4,3.1,0.705,7.37,2.9,95.7
TR00547,2015,2015,Hacettepe University,Bursa ,Statistics,Male,Yes,Low,No,18.9,1.9,0.835,6.1,3.37,100.0
TR00548,2019,2021,Istanbul University,Ankara,Economics,Male,No,Middle,No,17.0,4.8,0.968,6.44,2.55,81.2
TR00549,2015,2016,Bilkent University,Ankara,Education,Female,No,High,No,4.7,2.0,0.679,7.77,1.89,58.3
TR00550,2020,2020,METU,Ankara,Business,Female,No,Middle,No,17.5,0.0,0.786,7.99,2.49,87.8
TR00551,2016,2020,Ankara University,Bursa,Medicine,Male,No,Low,Yes,28.4,2.8,0.79,6.59,3.44,100.0
TR00552,2015,2015,Istanbul University,Diyarbakır,Education,Male,No,Middle,No,8.0,1.8,0.79,6.6,3.09,81.9
TR00553,2018,2019,Koc University,Istanbul,Economics,Female,Yes,High,Yes,20.1,1.5,0.99,7.89,4.0,100.0
TR00554,2019,2019,Hacettepe University,Bursa,Psychology,Female,No,Low, No,21.5,3.3,0.864,6.68,2.16,89.8
TR00555,2015,2015,Hacettepe University,Ankara,Architecture,Female,Yes,Middle,No,20.3,0.9,0.756,6.75,3.28,100.0
TR00556,2015,2019,Hacettepe University,Antalya,Psychology,Male,Yes,Low!,No,17.7,3.0,0.653,5.86,2.98,90.7
TR00557,2020,2021,Koc University,Izmir,Enginering,Male,No,Middle,No!,30.1,0.0,0.847,7.22,2.82,100.0
TR00558,2017,2021,Ege University,Samsun,Education,Female,No,Low,Yes,15.6,1.4,0.71,7.5,2.97,79.2
TR00559,2019,2019,Istanbul University, Gaziantep, Business,Female,NA,Middle,No,12.4,0.2,0.943,6.6,2.94,90.0
TR00560,2018,2020,Bogazici University,Bursa,Psychology,Male,No ,High!,No,16.8,0.4,0.798,8.44,3.08,100.0
TR00561,2018,2019,Ankara University,Istanbul,Computer Science ,Female,Yes,Middle,Yes,22.9,2.4,0.745,6.13,3.14,100.0
TR00562,2019,2021,Hacettepe University,Istanbul,Education,Female,No,Middle,Yes,1.2,2.8,0.723,7.75,2.96,69.1
TR00563,2015,2017,ITU,Samsun,Business,Male,No,Middle,No,10.2,0.0,0.899,7.41,2.8,89.8
TR00564,2017,2018,Istanbul University,Eskisehir,Law,Female,No,Low,no,23.3,0.0,0.853,5.22,3.58,100.0
TR00565,2015,2016,Dokuz Eylul University,Izmir,Engineering,Female,Yes ,Middle,No,29.7,1.1,0.98,7.09,3.0,100.0
TR00566,2015,2017,Koc University,Kayseri,Education,Male!,No,Low,Yes,17.9,3.2,0.753,7.12,3.54,97.6
TR00567,2018,2019,Ege University,Konya,Business,Male,No ,Middle,No#,22.0,0.0,0.889,5.47,2.42,97.5
TR00568,2018,2020,Istanbul University,Ankara,Business,Male,No,Low,Yes,14.8,0.9,0.84,8.07,2.24,78.6
TR00569,2015,2015,Ankara University,Trabzon,Education,Male,No,Middle,No,7.8,2.3,0.874,7.67,2.32,80.3
TR00570,2019,2019,Ege University,Kayseri,Law,Male,No,High,Yes,15.4,1.5,0.729,7.82,3.18,84.7
TR00571,2018,2020,Ankara University,Eskisehir,Medicine,Male,Yes,High,No,18.0,5.1,0.878,5.63,2.51,88.0
TR00572,2015,2018,Istanbul University,Ankara,Law,Female,No,Middle ,No,27.0,0.0,0.812,6.4,3.58,100.0
TR00573,2016,2019,Bogazici University,Izmir, Business,Male,No,Low,Yes,8.7,1.3,0.76,7.97,2.29,NA
TR00574,2017,2021,Dokuz Eylul University,Mersin,Business,MALE,Yes,Middle,No,14.2,3.3,0.776,5.86,2.95,86.6
TR00575,2015,2015,ankara university,Trabzon,Engineering,Female,No,High,No,28.4,0.8,0.65,6.38,3.13,96.5
TR00576,2018,2020,Ege University,Eskisehir,Medicine,Female,Yes,Low,Yes,17.3,5.8,0.89,7.1,2.23,75.3
TR00577,2016,2020,Ege University,Diyarbakir,Economics,Female,No,High#,No,11.9,1.0,0.855,5.67,2.19,92.1
TR00578,NA,2020,Ankara University,Ankara,Computer Science,Female,No,Middle,Yes,21.6,3.3,0.663,5.58,2.82,88.0
TR00579,2017,2018,Yildiz Technical University,Izmir,Engineering,Female,No,High,No,26.3,4.6,0.877,7.86,2.87,100.0
TR00580,2016,2019,Istanbul University,Adana,Business,Male,No,High,No,16.2,1.7,0.921,7.1,3.17,96.8
TR00581,2018,2018,Yildiz Technical University,Kayseri,Architecture,Male,No,High,No,21.0,0.9,0.882,7.85,2.34,83.8
TR00582,2015,2016,Bilkent University,Kayseri,engineering,Female,No,Middle,No,30.0,3.7,0.749,6.79,2.71,100.0
TR00583,2015,2016,Istanbul University,Konya,Business,Female,Yes,Low#,Yes,16.2,0.7,0.731,8.77,2.59,94.4
TR00584,2019,2019,Ankara University,Samsun,Education,Female,No,Middle,Yes,15.6,1.4,0.726,7.17,1.64,73.6
TR00585,2017,2021,METU,izmir,Architecture,Male,Yes,Middle,No,27.1,0.0,0.909,7.74,3.48,100.0
TR00586,2017,2018,Ankara University,Bursa, Education,FEMALE,No,Low,No,13.4,1.6,0.858,6.94,2.37,90.2
TR00587,2015,2015,Yildiz Technical University,Adana,Computer Science,Female,Yes,Middle,No,34.0,4.5,0.99,6.69,3.82,100.0
TR00588,2016,2020,Bogazici University ,Mersin,Education,Female,No ,Middle,No,2.2,0.5,0.689,7.99,2.19,60.9
TR00589,2019,2020,Ankara University,Antalya,Business,Female,No,Middle,Yes,22.7,2.9,0.766,7.25,2.61,84.4
TR00590,2016,2019,Ankara University,Ankara,Education,Female,No,Middle,No,21.0,5.9,0.666,6.88,2.21,86.3
TR00591,2020,2021,Bogazici University,Trabzon!,Engineering,Male,No, Low,Yes,22.9,3.4,0.818,6.61,3.23,100.0
TR00592,2015,2016,ankara university,Adana,Architecture,Male,Yes, High,No,20.9,2.8,0.925,7.32,3.24,99.2
TR00593,2015,2016,Hacettepe University,Izmir,NA,Male,No,Low,Yes,11.5,2.6,0.885,7.35,3.3,99.4
TR00594,2019,2020,METU,Diyarbakir ,Law,Female,No,Middle,No,26.6,2.2,0.835,5.92,2.82,100.0
TR00595,2017,2019,ITU,Gaziantep,Medicine,Male,Yes,Middle,No,29.4,4.8,0.687,6.84,2.79,100.0
TR00596,2015,2018,METU,Ankara,Education,Male,No,High,Yes,7.8,0.4,0.766,7.31,1.97,NA
TR00597,2015,2016,Koc University,Istanbul,Engineering,female,Yes,Low,Yes,24.8,2.3,0.825,5.76,2.52,89.3
TR00598,2017,2018,Dokuz Eylul University,Kayseri,Psychology,Male,No,Middle,yes,23.7,0.0,0.69,7.3,2.88,100.0
TR00599,2019,2021,Ankara University,Diyarbakir,Education,Female,Yes,Middle,No,4.8,0.5,0.819,7.73,2.87,77.6
TR00600,2015,2016,Hacettepe University,Samsun,medicine,Male,Yes,Low,Yes,39.5,5.5,0.688,7.97,3.68,100.0
TR00601,2015,2016,Istanbul University,Izmir,Education,Female,Yes,Middle,No ,8.2,0.0,0.791,7.27,1.89,70.9
TR00602,2015,2017,Ankara University,Mersin,Education,Male,No,High, No,9.0,1.2,0.893,8.18,2.95,86.0
TR00603,2016,2016,Yildiz Technical University,Istanbul,Computer Science,Female,Yes,High,No,13.9,2.2,0.894,7.55,2.73,100.0
TR00604,2015,2015,Hacettepe University,Konya,Economics,Male,No,Low,No,17.0,1.2,0.708,8.57,2.63,80.6
TR00605,2015,2019,Bogazici University,Trabzon,Medicine,Male,Yes,Low,Yes,18.9,1.1,0.734,5.95,2.64,85.1
TR00606,2016,2019,Hacettepe University,Eskisehir,Medicine, Male, No,Middle,Yes,19.7,5.7,0.775,6.3,2.6,100.0
TR00607,NA,2018,Koc University,Antalya,Economics,Female,Yes,Middle,No,14.1,2.4,0.858,6.37,2.31,84.4
TR00608,2018,2021,Bogazici University,Antalya,Architecture,Female,No,Low,Yes,20.2,6.9,0.717,6.62,NA,85.4
TR00609,2016,2016,Bilkent University,Diyarbakir,Engineering,Male,No!,Low,No,23.8,5.1,0.858,5.93,2.64,98.4
TR00610,2015,2015,ITU,Istanbul,Education,Female,Yes,High,No,21.4,2.9,0.837,5.68,2.4,98.9
TR00611,2018,2018,Gazi University,Kayseri,Economics,Female,No,High,No,25.5,0.0,0.614,5.07,2.77,92.6
TR00612,2015,2017,Hacettepe University,Konya,Law,Male,No,Low,Yes,21.9,0.0,0.724,4.87,2.54,83.4
TR00613,2015,2018,Ege University,Gaziantep,Education,Male,No,Middle,No,13.6,1.1,0.772,7.66,1.64,74.5
TR00614,2018,2018,Yildiz Technical University,Kayseri,Psychology,Female!,No,Middle,Yes,3.2,0.0,0.824,6.83,3.48,78.9
TR00615,2016,2016,Ankara University,adana,Economics,Female,No,Low,Yes,3.2,1.1,0.826,6.21,2.51,59.9
TR00616,2015,2017,Yildiz Technical University,Samsun,Business,Female,No,Middle,No,21.9,5.2,0.686,6.36,1.67,83.4
TR00617,2015,2018,METU,ANTALYA,Business,Male,No,Middle,No,21.3,3.1,0.855,6.48,3.0,100.0
TR00618,2015,2015,Gazi University,Adana,Engineering,Male,No,High,No,18.3,1.1,0.814,6.22,2.73,95.5
TR00619,2015,2015,METU,Mersin,Economics,Male,No ,Middle,NA,8.4,0.0,0.83,8.57,2.07,80.1
TR00620,2018,2019,Bilkent University,Ankara,Business,Male,No,Middle,No,10.3,0.0,0.771,8.36,2.8,76.2
TR00621,2015,2017,Gazi University,Bursa,Business,Female,No,Middle,No,16.8,0.3,0.815,8.31,2.37,90.1
TR00622,2017,2017,Gazi University,Izmir,Computer Science,Female,Yes!,Low,YES,19.9,2.7,0.882,6.84,2.88,90.1
TR00623,2019,2019,METU,Trabzon,Economics,Female,No, Middle,NO,24.9,0.0,0.829,7.02,2.59,89.1
TR00624,2015,2018,Bogazici University,Konya,Business,Female,Yes,Middle,No,13.5,3.0,0.837,6.61,2.4,79.3
TR00625,2017,2017,Koc University, Kayseri,Business,Male,Yes,Low,Yes,11.3,0.7,0.752,6.27,2.6,79.5
TR00626,2015,2015,METU,Antalya,Education,Male,NA,Low,Yes,17.8,2.6,0.854,6.77,2.04,89.1
TR00627,2015,2015,Yildiz Technical University,Adana,NA,Female,No,Low,Yes,0.2,2.0,0.668,7.8,2.3,60.4
TR00628,2015,2016,Bogazici University,Eskisehir,Law,Female,Yes,High,Yes,17.3,3.1,0.726,7.73,3.12,94.5
TR00629,2015,2017,Yildiz Technical University,Diyarbakir,Education,Male,No,Low,Yes,9.8,1.2,0.663,6.56,3.07,72.2
TR00630,2016,2018,Koc University ,Samsun,Economics,Male,No ,Low,No,22.5,0.7,0.836,5.86,3.27,100.0
TR00631,2018,2019,Bilkent University,Samsun,Law,Female,No,Middle,No,22.7,0.8,0.914,7.45,3.53,100.0
TR00632,2015,2019,Ankara University, Ankara,Economics,Male,No, Middle,No,14.4,0.7,0.794,5.65,2.52,83.0
TR00633,2015,2018,Koc University,İzmir,Business,Male,No,Low,No,13.2,5.1,0.734,7.11,2.11,72.0
TR00634,2017,2021,Dokuz Eylul University,İzmir,Computer Science,Female,Yes,High,no,9.6,2.5,0.971,7.32,3.26,96.0
TR00635,2018,2020,Istanbul University, Samsun,Psychology,Male,Yes,High,no,22.5,1.1,0.876,6.56,2.84,100.0
TR00636,2015,2016,Bogazici University,Samsun,Engineering,Female,No ,Middle,No,23.8,4.2,0.842,5.59,2.85,100.0
TR00637,2017,2019,Bilkent University,Kayseri,Computer Science,male,Yes,Middle,No,31.0,2.6,0.825,6.32,3.35,100.0
TR00638,2015,2017,Dokuz Eylul University,Konya,Law,Male,No,Low,YES,13.4,4.2,0.824,8.2,3.52,96.1
TR00639,2015,2016,Ege University,Gaziantep,Engineering,Male,no,Middle,No,27.9,2.2,0.841,7.18,3.15,100.0
TR00640,2017,2017,Bilkent University,Mersin,Medicine, Male,No,Middle , Yes,19.4,2.7,0.731,7.64,2.74,84.8
TR00641,2018,2021,METU,Eskisehir,Economics,Female,Yes,Low,No,3.2,0.6,0.815,6.47,2.01,73.4
TR00642,2015,2015,METU,Mersin,Engineering,Male,No, Low,Yes,18.4,6.4,0.688,6.94,3.07,98.7
TR00643,2015,2016,Koc University,Kayseri,Medicine,Male!,No,Middle,No,25.0,3.4,0.728,6.86,2.91,100.0
TR00644,2016,2019,Istanbul University,Adana,Medicine,Male,No,Low,Yes,20.3,2.2,0.746,6.77,2.42,77.1
TR00645,2015,2016,Bilkent University,Bursa,Economics,Male,Yes,High,No,22.8,1.7,0.932,7.3,2.89,100.0
TR00646,2015,2016,ITU,Samsun,Education,Male,No,Low,No,21.6,0.6,0.737,7.01,2.55,93.6
TR00647,2015,2016,Ankara University,Istanbul,LAW,Male,No,Middle,Yes,16.0,1.2,0.837,5.86,2.78,81.1
TR00648,2016,2020,Koc University,Gaziantep,Statistics,Female,No,Middle,No,19.9,2.9,0.756,7.43,2.09,95.6
TR00649,2015,2016,METU,Konya,Business,Male,No,Middle,No,15.8,3.6,0.677,7.74,3.22,92.2
TR00650,2015,2017,Istanbul University,Ankara,Education,Male,Yes,Middle,No,10.9,1.2,0.884,8.27,3.31,92.8
TR00651,2015,2015,Ankara University,Gaziantep,Psychology,Male,No,Middle,NA,16.4,0.2,0.9,7.89,2.79,84.4
TR00652,2021,2021,Bilkent University ,Samsun,Computer Science,Male,No,High,No,14.2,1.6,0.752,7.5,2.55,76.7
TR00653,2017,2018,BILKENT UNIVERSITY,Antalya,Business,Female,No,Middle,No,9.8,2.3,0.694,6.33,2.58,84.1
TR00654,2016,2016,Gazi University,Konya,Education,Female,No,Middle,No,9.7,0.0,0.856,6.03,2.82,82.5
